2021-12-28T13-50-20,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,,,,
2021-12-28T15-07-00,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,,,,
2021-12-29T09-02-14,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/27/2021 12:00:00 AM,,,
2022-01-03T16-32-58,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
2022-01-04T16-56-44,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
2022-01-04T18-34-57,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
2022-01-05T18-07-41,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
2022-01-07T08-09-36,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,,20,,
2022-01-10T10-10-35,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/07/2022 12:00:00 AM
2022-01-11T08-35-31,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,1,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,1,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,72023,Walmart Pharmacy #6975,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,1,01/11/2022 12:00:00 AM
2022-01-14T15-37-26,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,12/29/2021 12:00:00 AM,40,0,01/13/2022 12:00:00 AM
2022-01-19T08-05-28,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,12/29/2021 12:00:00 AM,40,0,01/13/2022 12:00:00 AM
2022-01-21T18-08-01,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,12/29/2021 12:00:00 AM,40,0,01/13/2022 12:00:00 AM
2022-01-24T09-15-30,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,12/29/2021 12:00:00 AM,40,14,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,6,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,4,01/25/2022 12:00:00 AM
2022-01-27T14-49-32,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,1,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,1,01/26/2022 12:00:00 AM
2022-01-28T13-55-27,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,1,01/26/2022 12:00:00 AM
2022-01-28T14-38-48,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,1,01/26/2022 12:00:00 AM
2022-01-28T15-43-02,72023,Walmart Pharmacy #6975,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,1,01/26/2022 12:00:00 AM
2022-01-28T17-11-19,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,1,01/26/2022 12:00:00 AM
2022-02-01T09-23-15,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,1,01/26/2022 12:00:00 AM
2022-02-02T09-09-05,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,1,01/26/2022 12:00:00 AM
2022-02-04T09-14-55,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,19,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,17,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,17,02/04/2022 12:00:00 AM
2022-02-10T21-04-53,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,16,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,14,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,72023,Walmart Pharmacy #6975,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,14,02/11/2022 12:00:00 AM
