2022-01-19T08-05-28,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,,40,,
2022-01-21T18-08-01,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-24T09-15-30,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,,
2022-01-25T09-23-26,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-26T07-35-52,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-27T14-49-32,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-28T09-28-02,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-28T13-55-27,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-28T14-38-48,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-28T15-43-02,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-01-28T17-11-19,62286,Walmart Pharmacy #222,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,,
2022-02-01T09-23-15,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,100,40,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,40,01/31/2022 12:00:00 AM
2022-02-04T09-14-55,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,34,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,34,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,34,02/04/2022 12:00:00 AM
2022-02-10T21-04-53,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,31,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/15/2022 12:00:00 AM
2022-02-18T16-04-21,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,28,02/15/2022 12:00:00 AM
2022-02-22T09-09-37,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,24,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,24,02/21/2022 12:00:00 AM
2022-03-03T09-56-49,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,24,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,23,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,62286,Walmart Pharmacy #222,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,20,03/08/2022 12:00:00 AM
