2022-05-17T05-27-38,61102,Walgreens Store #21287,NLP,NLP,NLP,18,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,61102,WALGREENS STORE #21287,NLP,NLP,NLP,37,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,61102,WALGREENS STORE #21287,NLP,NLP,NLP,97,05/23/2022 12:00:00 AM
