2022-05-17T05-27-38,28604,Walgreens Store #17015,NLP,NLP,NLP,18,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,28604,WALGREENS STORE #17015,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,28604,WALGREENS STORE #17015,NLP,NLP,NLP,37,05/23/2022 12:00:00 AM
