2022-03-08T14-40-56,07502,Walgreens Store #12792,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,07502,Walgreens Store #12792,NLP,NLP,NLP,18,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,07502,Walgreens Store #12792,NLP,NLP,NLP,18,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,07502,Walgreens Store #12792,NLP,NLP,NLP,18,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,07502,Walgreens Store #12792,NLP,NLP,NLP,38,03/18/2022 12:00:00 AM
2022-03-23T08-41-43,07502,Walgreens Store #12792,NLP,NLP,NLP,37,03/22/2022 12:00:00 AM
