2022-01-28T17-11-19,08611,CVS Store #01967,01/27/2022 12:00:00 AM,,40,,
2022-02-01T09-23-15,08611,CVS Store #01967,01/27/2022 12:00:00 AM,,40,,
2022-02-02T09-09-05,08611,CVS Store #01967,01/27/2022 12:00:00 AM,,40,,
2022-02-04T09-14-55,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/03/2022 12:00:00 AM
2022-02-07T09-54-34,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,36,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,36,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,36,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,36,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,36,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,16,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,16,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,14,03/01/2022 12:00:00 AM
2022-03-03T10-04-44,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,14,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,08611,CVS Store #01967,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,12,03/08/2022 12:00:00 AM
