2022-05-17T05-27-38,81001,Walgreens Store #06283,NLP,NLP,NLP,24,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,81001,WALGREENS STORE #06283,NLP,NLP,NLP,24,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,81001,WALGREENS STORE #06283,NLP,NLP,NLP,23,05/23/2022 12:00:00 AM
