2021-12-28T13-50-20,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,,,,
2021-12-28T15-07-00,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,,,,
2021-12-29T09-02-14,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,12/24/2021 12:00:00 AM,,,
2022-01-03T16-32-58,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/29/2021 12:00:00 AM
2022-01-04T16-56-44,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/29/2021 12:00:00 AM
2022-01-04T18-34-57,11944,Stony Brook Eastern Long Island Hos,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/29/2021 12:00:00 AM
2022-01-05T18-07-41,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,,48,24,12/29/2021 12:00:00 AM
2022-01-05T18-07-41,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,24,12/29/2021 12:00:00 AM
2022-01-07T08-09-36,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,,48,24,12/29/2021 12:00:00 AM
2022-01-10T10-10-35,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,24,12/29/2021 12:00:00 AM
2022-01-11T08-35-31,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,24,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,,48,24,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,48,01/12/2022 12:00:00 AM
2022-01-14T15-37-26,11944,Stony Brook Eastern Long Island Hos,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,48,01/13/2022 12:00:00 AM
